Locatie,Time,Regiune,Nr. Inmatriculare,Caracteristica placii,Culoare placu?a,Acoperire caroserie vehicul,Tip,Culoare,Logo,Centura locului,Se apeleaza,Ornament,Imagine Panoramica,Lista de permisiuni (lista alba)/Lista cu persoanele blocate (lista neagra)
D7,29-08-2024 22:27:29,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-41-1-13412111723.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-41-0-0145844&E=VehicleAnalyse&I=766334.jpg,General
D7,29-08-2024 22:27:25,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-40-1-13604511645.jpg,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-40-0-0147690&E=VehicleAnalyse&I=766333.jpg,General
D7,29-08-2024 22:27:18,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-39-1-13583516526.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-39-0-0152361&E=VehicleAnalyse&I=766332.jpg,General
D7,29-08-2024 22:27:10,România,SV86COX,Vehicle_20240829000000_20240829235959//0-284607-3-38-1-1965521785&E=VehicleAnalyse&I=766331.jpg,Necunoscut,Necunoscut,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-38-0-0200397&E=VehicleAnalyse&I=766331.jpg,General
D7,29-08-2024 22:27:06,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-37-1-12930526106.jpg,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-37-0-0155411&E=VehicleAnalyse&I=766330.jpg,General
D7,29-08-2024 22:26:46,Austria,SV1YSL,Vehicle_20240829000000_20240829235959//0-284607-3-36-1-2915211420&E=VehicleAnalyse&I=766329.jpg,Necunoscut,Necunoscut,Sedan,Alb,Volkswagen,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-36-0-0295001&E=VehicleAnalyse&I=766329.jpg,General
D7,29-08-2024 22:26:40,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-35-1-13143829942.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-35-0-0161380&E=VehicleAnalyse&I=766328.jpg,General
D7,29-08-2024 22:26:39,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-34-1-13554440449.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-34-0-0175993&E=VehicleAnalyse&I=766327.jpg,General
D7,29-08-2024 22:26:28,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-33-1-16239515116.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-33-0-0177511&E=VehicleAnalyse&I=766326.jpg,General
D7,29-08-2024 22:26:24,România,SV14WRB,Vehicle_20240829000000_20240829235959//0-284607-3-32-1-2393171289&E=VehicleAnalyse&I=766325.jpg,Necunoscut,Necunoscut,SUV,Negru,Hyundai,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-32-0-0242666&E=VehicleAnalyse&I=766325.jpg,General
D7,29-08-2024 22:24:26,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-31-1-2058909265.jpg,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-31-0-0215155&E=VehicleAnalyse&I=766324.jpg,General
D7,29-08-2024 22:24:24,Necunoscut,SV11EK,Vehicle_20240829000000_20240829235959//0-284607-3-30-1-2547771274&E=VehicleAnalyse&I=766323.jpg,Necunoscut,Necunoscut,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-30-0-0258111&E=VehicleAnalyse&I=766323.jpg,General
D7,29-08-2024 22:24:24,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-29-1-15804212526.jpg,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-29-0-0170568&E=VehicleAnalyse&I=766322.jpg,General
D7,29-08-2024 22:24:21,Irlanda,24C0,Vehicle_20240829000000_20240829235959//0-284607-3-28-1-1674752349&E=VehicleAnalyse&I=766321.jpg,Necunoscut,Necunoscut,Minicar,Negru,BaoJun,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-28-0-0171884&E=VehicleAnalyse&I=766321.jpg,General
D7,29-08-2024 22:24:14,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-27-1-13874334202.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-27-0-0172945&E=VehicleAnalyse&I=766320.jpg,General
D7,29-08-2024 22:23:38,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-26-1-13151613816.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-26-0-0145332&E=VehicleAnalyse&I=766319.jpg,General
D7,29-08-2024 22:23:14,România,SV87CRS,Vehicle_20240829000000_20240829235959//0-284607-3-25-1-2489931804&E=VehicleAnalyse&I=766318.jpg,Necunoscut,Necunoscut,Camioneta,Negru,SGMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-25-0-0252857&E=VehicleAnalyse&I=766318.jpg,General
D7,29-08-2024 22:23:12,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-24-1-13601716858.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-24-0-0152875&E=VehicleAnalyse&I=766317.jpg,General
D7,29-08-2024 22:23:07,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-23-1-12377213474.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-23-0-0137246&E=VehicleAnalyse&I=766316.jpg,General
D7,29-08-2024 22:22:55,Austria,V03KJX,Vehicle_20240829000000_20240829235959//0-284607-3-22-1-2575841360&E=VehicleAnalyse&I=766315.jpg,Necunoscut,Necunoscut,Sedan,Negru,Buick,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-22-0-0261004&E=VehicleAnalyse&I=766315.jpg,General
D7,29-08-2024 22:22:07,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-21-1-12992224484.jpg,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-21-0-0154406&E=VehicleAnalyse&I=766314.jpg,General
D7,29-08-2024 22:21:55,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-20-1-12496615543.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-20-0-0140509&E=VehicleAnalyse&I=766313.jpg,General
D7,29-08-2024 22:21:51,Spania,9424STP,Vehicle_20240829000000_20240829235959//0-284607-3-19-1-2757661414&E=VehicleAnalyse&I=766312.jpg,Necunoscut,Necunoscut,Camioane grele,Negru,FAW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-19-0-0279240&E=VehicleAnalyse&I=766312.jpg,General
D7,29-08-2024 22:20:04,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-18-1-13357216281.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-18-0-0149853&E=VehicleAnalyse&I=766311.jpg,General
D7,29-08-2024 22:19:40,Necunoscut,V44A,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-17-1-23833712698.jpg,Sedan,Negru,Peugeot,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-17-0-0251035&E=VehicleAnalyse&I=766310.jpg,General
D7,29-08-2024 22:19:40,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-16-1-15516918189.jpg,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-16-0-0173358&E=VehicleAnalyse&I=766309.jpg,General
D7,29-08-2024 22:19:23,Necunoscut,FNAS11,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-15-1-26383111540.jpg,Minicar,Negru,BaoJun,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-15-0-0275371&E=VehicleAnalyse&I=766308.jpg,General
D7,29-08-2024 22:19:18,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-14-1-13966225707.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-14-0-0165369&E=VehicleAnalyse&I=766307.jpg,General
D7,29-08-2024 22:19:16,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-13-1-13674425979.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-13-0-0162723&E=VehicleAnalyse&I=766306.jpg,General
D7,29-08-2024 22:18:53,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-12-1-13324113267.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-12-0-0146508&E=VehicleAnalyse&I=766305.jpg,General
D7,29-08-2024 22:18:20,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-11-1-12973523330.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-11-0-0153065&E=VehicleAnalyse&I=766304.jpg,General
D7,29-08-2024 22:17:49,Polonia,S4KO?,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-10-1-14553345993.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-10-0-0191526&E=VehicleAnalyse&I=766303.jpg,General
D7,29-08-2024 22:17:28,Austria,SV11CX,Vehicle_20240829000000_20240829235959//0-284607-3-9-1-2701361568&E=VehicleAnalyse&I=766302.jpg,Necunoscut,Necunoscut,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-9-0-0273764&E=VehicleAnalyse&I=766302.jpg,General
D7,29-08-2024 22:17:20,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-8-1-14875312927.jpg,Altul,Gri,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-8-0-0161680&E=VehicleAnalyse&I=766301.jpg,General
D7,29-08-2024 22:16:59,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-7-1-13345514201.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-7-0-0147656&E=VehicleAnalyse&I=766300.jpg,General
D7,29-08-2024 22:16:49,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-6-1-2260279691.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-6-0-0235718&E=VehicleAnalyse&I=766299.jpg,General
D7,29-08-2024 22:16:46,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-5-1-14515523957.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-5-0-0169112&E=VehicleAnalyse&I=766298.jpg,General
D7,29-08-2024 22:16:44,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-4-1-14136125817.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-4-0-0167178&E=VehicleAnalyse&I=766297.jpg,General
D7,29-08-2024 22:16:41,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-3-1-14397740575.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-3-0-0184552&E=VehicleAnalyse&I=766296.jpg,General
D7,29-08-2024 22:16:32,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-2-1-13192622854.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-2-0-0154780&E=VehicleAnalyse&I=766295.jpg,General
D7,29-08-2024 22:16:26,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-1-1-13132412864.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-1-0-0144188&E=VehicleAnalyse&I=766294.jpg,General
D7,29-08-2024 22:15:33,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-0-1-13404523830.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-284607-3-0-0-0157875&E=VehicleAnalyse&I=766293.jpg,General
D7,29-08-2024 22:14:54,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-24-1-13273122912.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-24-0-0155643&E=VehicleAnalyse&I=766292.jpg,General
D7,29-08-2024 22:14:08,Germania,QHU777,Vehicle_20240829000000_20240829235959//0-283438-3-23-1-2610581519&E=VehicleAnalyse&I=766291.jpg,Necunoscut,Necunoscut,Sedan,Negru,Buick,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-23-0-0264637&E=VehicleAnalyse&I=766291.jpg,General
D7,29-08-2024 22:14:04,România,SV17MBK,Vehicle_20240829000000_20240829235959//0-283438-3-22-1-2524661492&E=VehicleAnalyse&I=766290.jpg,Necunoscut,Necunoscut,SUV,Negru,Leoparrd,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-22-0-0256018&E=VehicleAnalyse&I=766290.jpg,General
D7,29-08-2024 22:14:00,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-21-1-14966538783.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-21-0-0188448&E=VehicleAnalyse&I=766289.jpg,General
D7,29-08-2024 22:13:54,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-20-1-13796912178.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-20-0-0150147&E=VehicleAnalyse&I=766288.jpg,General
D7,29-08-2024 22:13:37,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-19-1-15912219871.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-19-0-0178993&E=VehicleAnalyse&I=766287.jpg,General
D7,29-08-2024 22:12:45,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-18-1-13292423532.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-18-0-0156456&E=VehicleAnalyse&I=766286.jpg,General
D7,29-08-2024 22:11:41,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-17-1-13049822963.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-17-0-0153461&E=VehicleAnalyse&I=766285.jpg,General
D7,29-08-2024 22:11:18,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-16-1-13163222656.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-16-0-0154288&E=VehicleAnalyse&I=766284.jpg,General
D7,29-08-2024 22:10:47,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-15-1-13367223528.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-15-0-0157200&E=VehicleAnalyse&I=766283.jpg,General
D7,29-08-2024 22:10:21,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-14-1-13467623445.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-14-0-0158121&E=VehicleAnalyse&I=766282.jpg,General
D7,29-08-2024 22:09:44,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-13-1-14858946155.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-13-0-0194744&E=VehicleAnalyse&I=766281.jpg,General
D7,29-08-2024 22:09:41,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-12-1-13714622609.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-12-0-0159755&E=VehicleAnalyse&I=766280.jpg,General
D7,29-08-2024 22:09:17,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-11-1-13162422509.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-11-0-0154133&E=VehicleAnalyse&I=766279.jpg,General
D7,29-08-2024 22:08:44,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-10-1-12993625484.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-10-0-0155420&E=VehicleAnalyse&I=766278.jpg,General
D7,29-08-2024 22:07:59,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-9-1-13692022601.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-9-0-0159521&E=VehicleAnalyse&I=766277.jpg,General
D7,29-08-2024 22:07:43,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-8-1-13249721453.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-8-0-0153950&E=VehicleAnalyse&I=766276.jpg,General
D7,29-08-2024 22:07:24,România,SV23MXF,Vehicle_20240829000000_20240829235959//0-283438-3-7-1-2319731412&E=VehicleAnalyse&I=766275.jpg,Necunoscut,Necunoscut,SUV,Gri,BMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-7-0-0235445&E=VehicleAnalyse&I=766275.jpg,General
D7,29-08-2024 22:07:16,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-6-1-18540314968.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-6-0-0200371&E=VehicleAnalyse&I=766274.jpg,General
D7,29-08-2024 22:06:22,România,SV51EVA,Vehicle_20240829000000_20240829235959//0-283438-3-5-1-2298251917&E=VehicleAnalyse&I=766273.jpg,Necunoscut,Necunoscut,Camioneta,Alb,SGMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-5-0-0233802&E=VehicleAnalyse&I=766273.jpg,General
D7,29-08-2024 22:06:06,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-4-1-16352721680.jpg,Altul,Alb,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-4-0-0185207&E=VehicleAnalyse&I=766272.jpg,General
D7,29-08-2024 22:04:16,Necunoscut,Unknown,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-3-1-12978926146.jpg,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-3-0-0155935&E=VehicleAnalyse&I=766271.jpg,General
D7,29-08-2024 22:02:33,România,SV21KCO,Vehicle_20240829000000_20240829235959//0-283438-3-2-1-2357951544&E=VehicleAnalyse&I=766270.jpg,Necunoscut,Necunoscut,Camioneta,Negru,SGMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-2-0-0239399&E=VehicleAnalyse&I=766270.jpg,General
D7,29-08-2024 22:02:25,Germania,AKVA27,Vehicle_20240829000000_20240829235959//0-283438-3-1-1-2251791745&E=VehicleAnalyse&I=766269.jpg,Necunoscut,Necunoscut,SUV,Negru,ROVER,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-1-0-0228984&E=VehicleAnalyse&I=766269.jpg,General
D7,29-08-2024 22:02:22,România,SV66ASG,Vehicle_20240829000000_20240829235959//0-283438-3-0-1-2866671162&E=VehicleAnalyse&I=766268.jpg,Necunoscut,Necunoscut,MPV,Negru,Vad,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283438-3-0-0-0289889&E=VehicleAnalyse&I=766268.jpg,General
D7,29-08-2024 22:01:54,Slovacia,SV080VN,Vehicle_20240829000000_20240829235959//0-283396-3-0-1-1931601563&E=VehicleAnalyse&I=766267.jpg,Necunoscut,Necunoscut,Sedan,Negru,Skoda,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-283396-3-0-0-0196783&E=VehicleAnalyse&I=766267.jpg,General
D7,29-08-2024 21:59:20,Austria,S56LLL,Vehicle_20240829000000_20240829235959//0-281880-3-26-1-2916261507&E=VehicleAnalyse&I=766266.jpg,Necunoscut,Necunoscut,Autofurgoneta,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-281880-3-26-0-0295193&E=VehicleAnalyse&I=766266.jpg,General
D7,29-08-2024 21:59:17,Olanda,SV01XZ,Vehicle_20240829000000_20240829235959//0-281880-3-25-1-2944921589&E=VehicleAnalyse&I=766265.jpg,Necunoscut,Necunoscut,Altul,Negru,Necunoscut,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-281880-3-25-0-0298141&E=VehicleAnalyse&I=766265.jpg,General
D7,29-08-2024 21:59:16,Austria,SV5BVR,Vehicle_20240829000000_20240829235959//0-281880-3-24-1-3097221400&E=VehicleAnalyse&I=766264.jpg,Necunoscut,Necunoscut,Sedan,Negru,Vad,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-281880-3-24-0-0313182&E=VehicleAnalyse&I=766264.jpg,General
D7,29-08-2024 21:59:03,Regatul Unit,SV57NOE,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-281880-3-23-1-20619011565.jpg,Camioneta,Negru,SGMW,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-281880-3-23-0-0217755&E=VehicleAnalyse&I=766263.jpg,General
D7,29-08-2024 21:58:52,România,SV07DNC,Vehicle_20240829000000_20240829235959//0-281880-3-22-1-2891311615&E=VehicleAnalyse&I=766262.jpg,Necunoscut,Necunoscut,SUV,Negru,Honda,Necunoscut,Necunoscut,Necunoscut,Vehicle_20240829000000_20240829235959//0-281880-3-22-0-0292806&E=VehicleAnalyse&I=766262.jpg,General
